customer_id,purchase_date,product_category,amount,transaction_id,full_name,email,phone,address,signup_date,name,gender,age
457,2025-02-14,Toys,6.89,1025, Isaac Reyes ,isaac.reyes7010@aol.com,+1 (462) 581-4584," 5669 Washington Blvd, Riverside, TX 37565 ",2023-01-06,Carlos,Male,33
60,2025-02-08,Clothing,144.35,1006, Penelope Flores ,penelope.flores3967@aol.com,+1 (467) 332-8411,"6245 Washington Blvd, Fairview, CA 17249",No especificado,Bob,Female,50
926,2025-08-25,Home & Kitchen,190.4,1072,Felix Roberts,felix.roberts8993@hotmail.com,No especificado,"295 Pine Ave, Apt 85, Arlington, IL 15456",2019-10-05,Alice,Female,56
797,2025-03-21,Toys,273.8,1010,Kelly Sanders,kelly.sanders7522@mail.com,+1 (478) 790-6807,"216 Oak St, Centerville, IL 84011",No especificado,Elena,Female,57
424,2025-01-11,Electronics,377.95,1041,Gavin Young,gavin.young7962@outlook.com,+1 (959) 754-6535," 9974 Oak St, Riverside, FL 81361 ",2021-10-27,Alice,Female,51
633,2025-02-21,Electronics,404.5,1032,Yvonne Lewis,yvonne.lewis3527@mail.com,No especificado,"6057 Main St, Springfield, CA 25535",2020-11-22,Carlos,Male,49
586,2025-09-15,Sports,249.44,1002,Catherine Hernandez,catherine.hernandez8097@aol.com,+1 (415) 595-7005,"8536 Pine Ave, Arlington, CA 06506",2020-09-06,Frank,Male,60
837,2025-05-08,Sports,458.73,10491,Adrian Perez,adrian.perez6888@hotmail.com,No especificado,"8458 Washington Blvd, Arlington, CA 55644",2020-12-19,Bob,Female,62
343,2025-01-15,Toys,104.23,1067, Kevin Anderson ,kevin.anderson5874@protonmail.com,+1 (799) 504-6872,"1299 Washington Blvd, Clinton, TX 60722",2022-03-11,Elena,Female,54
147,2025-08-11,Home & Kitchen,470.69,1082,Frank Ross,frank.ross2968@hotmail.com,+1 (806) 553-9384,"3409 Sunset Blvd, Greenville, CA 23045",2019-03-24,Alice,Female,43
83,2025-01-11,Home & Kitchen,160.41,1037,Noah Cox,noah.cox8920@protonmail.com,+1 (772) 338-7470,"842 Pine Ave, Fairview, FL 85147",2022-09-17,Hannah,Male,46
143,2025-06-23,Sports,459.16,1015, Emily Harris ,emily.harris3350@aol.com,No especificado,"4260 Main St, Apt 48, Arlington, CA 52010",2023-07-01,Elena,Female,57
333,2025-08-14,Clothing,338.12,1031, Leo Hernandez ,leo.hernandez2215@mail.com,+1 (664) 668-2660,"1758 Pine Ave, Madison, IL 39894",2023-03-08,Diana,Female,53
395,2025-07-04,Home & Kitchen,153.2,1004,Kara Garcia,kara.garcia6234@gmail.com,+1 (360) 787-1614,"1467 Cedar Ln, Apt 63, Springfield, TX 05346",2019-03-01,Carlos,Male,49
785,2025-03-30,Sports,214.2,1024,Logan Edwards,logan.edwards8161@outlook.com,+1 (619) 322-2720,"5013 Hillcrest Ave, Apt 54, Centerville, IL 27320",2021-09-05,Carlos,Male,47
873,2025-04-06,Sports,14.46,10241,Jane Taylor,jane.taylor2718@gmail.com,+1 (228) 581-3527,"9729 Main St, Apt 87, Madison, CA 84604",2020-10-18,Carlos,Male,23
489,2025-07-04,Sports,40.22,1084,Delilah Carter,delilah.carter1814@gmail.com,No especificado," 5384 Washington Blvd, Arlington, CA 56568 ",2019-08-03,Alice,Female,50
204,2025-07-18,Clothing,404.54,1008, William Gutierrez ,william.gutierrez2482@gmail.com,+1 (395) 518-3332,"1091 Lakeview Dr, Clinton, NY 40831",2019-06-16,Bob,Male,45
216,2025-05-21,Sports,70.09,1040, Logan Murphy ,logan.murphy1045@protonmail.com,+1 (319) 586-9682,"3813 Hillcrest Ave, Arlington, TX 32031",2021-01-17,Elena,Female,24
896,2025-05-26,Electronics,340.03,1060, Charlie Davis ,charlie.davis9464@gmail.com,No especificado,"4966 Sunset Blvd, Springfield, CA 79502",2020-02-02,Bob,Male,22
980,2025-05-11,Home & Kitchen,221.31,1099,Diana Walker,diana.walker1257@mail.com,+1 (992) 845-1561,"8922 Pine Ave, Centerville, FL 87032",2022-11-04,Frank,Female,24
693,2025-05-16,Electronics,497.74,10321,Diana Reed,diana.reed2018@protonmail.com,+1 (742) 517-9551,"5635 Hillcrest Ave, Apt 41, Georgetown, NY 21363",No especificado,Carlos,Male,35
210,2025-01-15,Clothing,22.16,1068,Tyler Sanders,tyler.sanders8185@protonmail.com,No especificado,"2544 Elm St, Madison, NY 02148",2020-07-16,Alice,Female,37
751,2025-04-03,Electronics,284.22,10951,Kevin Walker,kevin.walker1648@outlook.com,+1 (213) 844-9834,"4948 Elm St, Apt 75, Centerville, TX 00672",2021-09-26,Elena,Female,23
73,2025-07-30,Clothing,No especificado,10191, Diana Hill ,diana.hill8611@outlook.com,No especificado,"9071 Maple Dr, Apt 11, Clinton, IL 78248",2023-01-27,Frank,Male,42
528,2025-03-30,Electronics,59.81,1098,Delilah Jimenez,delilah.jimenez3104@yahoo.com,+1 (220) 698-1353,"3341 Elm St, Centerville, FL 09224",2022-12-12,Hannah,Female,49
918,2025-03-31,Toys,169.02,1081,Gloria Ramos,gloria.ramos4679@hotmail.com,No especificado,No especificado,2022-09-20,Diana,Female,58
142,2025-02-09,Toys,345.76,10921,Ophelia Watson,ophelia.watson4383@yahoo.com,No especificado," 4946 Sunset Blvd, Georgetown, FL 04988 ",2020-06-24,Alice,Female,50
269,No especificado,Sports,393.67,10571,Frank Nelson,frank.nelson3298@protonmail.com,No especificado," 528 Maple Dr, Fairview, IL 78175 ",No especificado,Hannah,Female,120
334,2025-08-25,Toys,24.3,1066,No especificado,sara.jimenez9225@hotmail.com,+1 (806) 984-6648,"2060 Oak St, Franklin, NY 41301",2023-11-24,Alice,Female,43
934,2025-01-22,Clothing,211.17,10101, Yvonne Cruz ,yvonne.cruz4894@outlook.com,No especificado,"4896 Elm St, Apt 85, Franklin, NY 65298",2022-06-26,Frank,Male,33
828,2025-07-20,Clothing,87.6,1026,Oscar Hughes,oscar.hughes1343@mail.com,+1 (841) 343-5424,"9208 Oak St, Arlington, NY 06602",2021-06-15,Carlos,Male,47
695,2025-01-09,Electronics,227.43,1071,Gavin Alvarez,gavin.alvarez0569@aol.com,+1 (239) 475-6137,"8242 Maple Dr, Clinton, FL 13206",2023-07-21,Carlos,Male,22
663,2025-06-06,Electronics,428.57,1061,Daniel Price,daniel.price1947@aol.com,No especificado," 4819 Sunset Blvd, Madison, IL 80072 ",2020-05-01,Diana,Female,53
208,2025-07-23,Electronics,24.27,1012,Isaac Thompson,isaac.thompson6612@protonmail.com,+1 (864) 867-7106,"8907 Cedar Ln, Madison, TX 38312",No especificado,Hannah,Female,43
94,2025-01-24,Electronics,136.46,1030,No especificado,george.martin3385@hotmail.com,+1 (752) 249-3124,No especificado,2020-01-17,Diana,Female,56
76,2025-01-09,Electronics,153.4,10721,Molly Scott,molly.scott7615@gmail.com,+1 (386) 316-1239," 6996 Cedar Ln, Clinton, CA 40240 ",2020-10-23,Elena,Female,45
865,2025-01-02,Toys,243.04,1028,Riley Edwards,riley.edwards9552@protonmail.com,No especificado,"6359 Washington Blvd, Franklin, TX 22638",2023-07-17,Hannah,Male,24
1,2025-02-03,No especificado,226.92,10601,Kara Kim,kara.kim1924@yahoo.com,+1 (804) 681-7662,"8971 Pine Ave, Greenville, TX 76366",2022-03-13,Elena,Female,60
179,2025-04-09,Sports,103.61,1056,Melissa Gomez,melissa.gomez2540@aol.com,+1 (590) 277-1162,"8021 Hillcrest Ave, Georgetown, NY 11871",No especificado,Frank,Female,62
285,2025-08-10,Clothing,261.39,1047,Quentin Bailey,quentin.bailey2557@yahoo.com,+1 (907) 291-9266,No especificado,2019-06-20,Elena,Female,28
361,2025-02-28,Electronics,36.03,1038, Ximena Mitchell ,ximena.mitchell6995@hotmail.com,No especificado," 1096 Pine Ave, Springfield, TX 07822 ",2020-05-27,Alice,Female,33
342,2025-08-21,Sports,291.26,10611,Marcus Ortiz,marcus.ortiz0965@aol.com,+1 (730) 353-9730,"2819 Cedar Ln, Springfield, IL 20827",2020-10-28,George,Female,61
611,2025-06-28,Electronics,391.28,10991,Aaron Howard,aaron.howard0539@aol.com,+1 (266) 589-2650,"4630 Lakeview Dr, Franklin, IL 42046",2021-03-13,George,Female,40
283,2025-01-27,Electronics,No especificado,10581, Steven Hughes ,steven.hughes6134@protonmail.com,+1 (568) 913-1682,"7075 Pine Ave, Arlington, TX 06977",No especificado,Frank,Male,41
307,2025-03-05,Sports,379.33,10151,Rebecca Sanders,rebecca.sanders7802@protonmail.com,+1 (507) 670-8098,"1871 Elm St, Apt 95, Franklin, NY 59596",2023-04-19,Hannah,Male,56
944,2025-03-13,Clothing,231.71,10981, Isaac Sanders ,isaac.sanders4025@protonmail.com,No especificado,"8979 Elm St, Apt 40, Franklin, CA 67926",2021-11-16,Elena,Female,58
239,2025-08-03,Electronics,No especificado,10841,Peter Flores,peter.flores1404@aol.com,No especificado,"8736 Cedar Ln, Springfield, CA 89931",2019-08-24,Alice,Female,63
411,2025-01-21,Sports,358.59,1080,Marcus Anderson,No especificado,No especificado,"1022 Hillcrest Ave, Madison, CA 94239",2020-07-25,Frank,Female,26
732,2025-09-03,Clothing,No especificado,1090,Zach Bailey,zach.bailey5906@aol.com,+1 (316) 411-8971," 6382 Elm St, Georgetown, NY 10197 ",2019-12-27,Hannah,Male,59
685,2025-04-02,Sports,171.99,10922,No especificado,No especificado,+1 (918) 610-8806,"8013 Maple Dr, Fairview, FL 62186",2020-08-20,Diana,Female,44
227,2025-06-13,Toys,475.71,1011,Connor Roberts,connor.roberts4590@outlook.com,+1 (721) 479-8113,"9063 Oak St, Apt 86, Springfield, FL 60864",No especificado,Elena,Female,54
590,2025-05-14,Home & Kitchen,261.14,1083,Adrian Hall,adrian.hall7635@outlook.com,+1 (771) 389-1350,"4898 Maple Dr, Apt 48, Riverside, CA 18244",2022-05-25,Frank,Male,41
389,2025-03-13,Sports,43.44,10561,Stella Reed,stella.reed2269@gmail.com,+1 (300) 375-7472,"9390 Elm St, Fairview, IL 28056",2020-04-18,Elena,Female,34
838,2025-06-06,Home & Kitchen,301.19,1096,Kelly Gray,kelly.gray2021@gmail.com,No especificado,"9215 Elm St, Centerville, TX 65143",2022-06-27,Bob,Female,39
765,2025-04-11,Toys,475.51,1089, Daniel Parker ,No especificado,+1 (647) 369-4452,"2891 Pine Ave, Clinton, IL 58772",2022-01-15,Carlos,Male,46
710,2025-04-27,Electronics,460.89,1045, Ethan Nelson ,ethan.nelson4499@mail.com,+1 (941) 964-9966,No especificado,2022-10-15,Diana,Female,22
195,2025-03-28,Clothing,217.21,1055,Faith Miller,No especificado,+1 (707) 461-7575,"6769 Oak St, Madison, CA 25915",2021-11-23,Diana,Female,23
12,2025-07-23,Sports,238.78,1017, Zoey Jackson ,zoey.jackson9422@mail.com,+1 (536) 963-5601,"6964 Hillcrest Ave, Riverside, IL 09793",2023-12-21,George,Female,45
744,2025-03-28,Home & Kitchen,No especificado,10612,Yvonne Murphy,yvonne.murphy0765@yahoo.com,+1 (999) 920-5563,"8335 Washington Blvd, Centerville, FL 96672",2021-10-07,Carlos,Male,31
57,2025-03-30,Electronics,240.84,10722,Tina Harris,tina.harris2244@mail.com,No especificado,"2154 Hillcrest Ave, Apt 51, Franklin, CA 19699",2020-09-29,Elena,Female,27
500,2025-05-23,Electronics,No especificado,1043,Yvonne Peterson,yvonne.peterson5415@hotmail.com,No especificado,"8242 Washington Blvd, Clinton, CA 07264",2022-11-14,George,Female,57
140,2025-01-23,No especificado,455.83,1094,Tina Lewis,tina.lewis1357@aol.com,No especificado,"6410 Cedar Ln, Apt 89, Madison, NY 85145",2023-12-03,Diana,Female,36
181,2025-07-02,Toys,475.96,1044, Connor Evans ,connor.evans2284@aol.com,+1 (999) 282-5682," 2976 Sunset Blvd, Greenville, TX 92934 ",2021-06-17,Hannah,Male,60
101,2025-08-14,No especificado,200.59,1078,No especificado,faith.ramos7946@outlook.com,+1 (590) 211-6482,"110 Oak St, Georgetown, IL 40087",2019-07-05,Diana,Female,28
707,2025-09-04,Toys,315.16,1051,Liam Richardson,liam.richardson4299@protonmail.com,No especificado,"8191 Sunset Blvd, Springfield, CA 73323",No especificado,George,Female,55
936,2025-07-17,Clothing,269.03,1085,Charlie Sanders,charlie.sanders7973@hotmail.com,+1 (455) 552-3173,"8883 Lakeview Dr, Franklin, NY 10781",2020-10-14,Diana,Female,56
156,No especificado,Electronics,No especificado,10531,No especificado,penelope.adams8270@hotmail.com,+1 (520) 660-7081,"6562 Pine Ave, Apt 43, Clinton, IL 25940",2021-12-14,Hannah,Male,32
224,No especificado,Home & Kitchen,No especificado,10661,Adrian White,adrian.white1243@outlook.com,No especificado,"6296 Washington Blvd, Apt 33, Arlington, FL 29627",2020-03-02,Hannah,Male,53
619,2025-06-19,Home & Kitchen,254.03,1023,William Brooks,william.brooks3641@hotmail.com,+1 (962) 782-8042,No especificado,2021-02-23,George,Female,24
591,2025-08-31,Clothing,51.46,1093,No especificado,paul.martinez4222@outlook.com,No especificado," 4466 Cedar Ln, Fairview, FL 09920 ",2023-10-10,Elena,Female,49
40,2025-02-07,Sports,288.03,10121,Ethan Ward,ethan.ward3906@gmail.com,+1 (224) 929-5232,"6188 Washington Blvd, Franklin, TX 40625",No especificado,Frank,Female,25
807,2025-05-12,Sports,404.31,1054,Quentin Anderson,quentin.anderson8240@hotmail.com,+1 (603) 645-3439,"6888 Washington Blvd, Apt 26, Greenville, CA 69966",No especificado,Elena,Female,35
862,2025-01-08,Sports,263.04,10901,Uma Harris,uma.harris9036@protonmail.com,+1 (885) 817-3597,"1360 Lakeview Dr, Springfield, FL 85629",2020-06-30,Hannah,Female,52
275,2025-06-07,Electronics,498.92,10842,Yosef Ward,No especificado,+1 (446) 401-4030,"9282 Washington Blvd, Georgetown, CA 28562",2019-09-22,Hannah,Male,37
20,2025-01-09,Electronics,35.79,10582, Tyler Murphy ,No especificado,+1 (738) 219-1908," 4377 Sunset Blvd, Franklin, IL 58991 ",2023-05-28,Alice,Female,51
29,2025-02-21,Clothing,308.73,1079, Olivia Roberts ,olivia.roberts6258@hotmail.com,+1 (766) 838-8787,"9329 Main St, Clinton, FL 13169",2023-04-15,Diana,Female,63
654,2025-09-06,Toys,446.48,10481, Leo Gomez ,leo.gomez0938@gmail.com,No especificado,"6788 Lakeview Dr, Fairview, IL 94011",2021-11-14,Frank,Male,26
191,2025-08-26,Toys,427.62,10931,No especificado,No especificado,+1 (672) 731-5959," 7647 Oak St, Springfield, FL 66733 ",2022-07-05,Hannah,Male,53
182,2025-05-22,Sports,9.39,10961, Isabel Wood ,No especificado,No especificado,"3129 Maple Dr, Greenville, CA 72068",2019-04-10,Bob,Male,23
568,2025-01-07,Clothing,432.46,1000,Zoe Cox,zoe.cox2351@aol.com,+1 (795) 547-9446,"3963 Oak St, Riverside, NY 33707",2020-03-09,Hannah,Female,59
463,2025-05-11,Home & Kitchen,No especificado,10952,Gloria Robinson,gloria.robinson3199@aol.com,+1 (606) 231-7054,"2539 Pine Ave, Springfield, NY 22937",2021-03-17,Frank,Male,33
713,2025-05-30,Toys,490.67,10201,Marcus White,marcus.white2201@protonmail.com,No especificado,"1901 Maple Dr, Arlington, TX 60637",2019-01-15,Alice,Female,51
229,2025-01-14,Home & Kitchen,258.08,10202,Fiona Ortiz,fiona.ortiz8038@protonmail.com,No especificado," 9453 Hillcrest Ave, Apt 24, Riverside, IL 68858 ",2022-01-13,Carlos,Male,60
799,2025-08-15,Clothing,223.02,1088,No especificado,rebecca.wood6403@aol.com,+1 (522) 855-9014,No especificado,2020-05-20,Alice,Female,29
158,2025-07-26,Toys,99.1,10781, Leo Price ,leo.price8489@protonmail.com,No especificado,No especificado,2020-08-09,Hannah,Female,46
843,2025-06-03,Toys,259.36,1064, Edward Alvarez ,edward.alvarez3921@protonmail.com,No especificado," 1098 Pine Ave, Franklin, CA 13233 ",2021-12-17,Bob,Male,15
679,2025-04-11,Sports,No especificado,1003,Quincy Anderson,quincy.anderson5196@outlook.com,+1 (954) 220-3667,"4128 Oak St, Springfield, IL 42832",2022-02-07,Bob,Male,38
24,2025-03-27,Toys,451.93,10261, Ulysses Turner ,ulysses.turner4443@aol.com,+1 (801) 834-7411," 1897 Lakeview Dr, Greenville, CA 59241 ",2019-01-27,Elena,Female,54
786,2025-01-12,Clothing,187.79,1075,No especificado,brianna.cooper1054@outlook.com,+1 (200) 747-4740,No especificado,2022-03-18,Diana,Female,55
178,2025-03-25,Clothing,260.35,10441, Ximena Morgan ,ximena.morgan5725@hotmail.com,+1 (663) 324-1387,"7498 Washington Blvd, Riverside, CA 42268",2022-12-05,Hannah,Male,45
869,2025-05-28,Toys,417.66,1005,Frank Phillips,frank.phillips0661@outlook.com,+1 (901) 901-7805," 1568 Cedar Ln, Riverside, NY 34538 ",2019-08-08,Frank,Male,57
826,2025-06-15,Clothing,154.94,1063,Ulysses Parker,ulysses.parker8869@hotmail.com,+1 (574) 316-3911,"1901 Hillcrest Ave, Apt 94, Greenville, CA 51851",2020-10-20,Alice,Female,60
89,2025-04-20,Clothing,302.32,10613,Diana Mitchell,No especificado,+1 (653) 558-5829,"3469 Main St, Arlington, CA 67683",2022-06-13,Hannah,Female,45
810,2025-03-14,Toys,77.92,1001, Henry Cox ,henry.cox8559@yahoo.com,+1 (264) 512-7376,No especificado,No especificado,Bob,Female,47
653,2025-09-11,Electronics,440.09,10322, Henry Morales ,henry.morales4878@aol.com,+1 (228) 983-8115,"243 Lakeview Dr, Greenville, FL 50914",No especificado,Hannah,Male,39
893,2025-07-17,Toys,58.47,1097, Adrian Cooper ,adrian.cooper2558@gmail.com,+1 (549) 268-2059," 3377 Maple Dr, Fairview, IL 32832 ",2020-04-14,George,Female,54
589,2025-04-30,Clothing,164.14,1033,Ray Price,ray.price9709@gmail.com,+1 (916) 524-4099,"5087 Cedar Ln, Riverside, IL 99478",2023-05-06,Alice,Female,49
385,2025-08-27,Sports,171.13,10782, Violet Mitchell ,violet.mitchell1302@outlook.com,No especificado,"8410 Oak St, Franklin, FL 50855",2020-09-05,Alice,Female,51
425,2025-07-06,Electronics,417.9,10211, Mia Phillips ,mia.phillips1563@outlook.com,+1 (605) 255-8437,"9246 Oak St, Greenville, CA 05879",2022-01-06,Frank,Male,26
247,2025-05-22,Clothing,155.58,10583, Zoey Long ,zoey.long0739@mail.com,+1 (798) 621-4492,"3671 Washington Blvd, Apt 66, Arlington, FL 05435",2020-05-05,Diana,Female,26
845,2025-07-25,Home & Kitchen,177.31,10242, Sara Thomas ,sara.thomas2086@aol.com,+1 (658) 707-5095,"3777 Cedar Ln, Greenville, CA 48761",2020-11-13,Alice,Female,63
391,2025-03-15,Home & Kitchen,392.0,10791, Liam Mendoza ,liam.mendoza3035@protonmail.com,+1 (892) 868-6241,"4107 Pine Ave, Apt 2, Centerville, FL 15691",2019-10-21,Alice,Female,51
319,2025-07-29,Toys,446.8,1086,Ian Young,ian.young4893@protonmail.com,+1 (716) 743-5134," 2661 Hillcrest Ave, Greenville, IL 74624 ",2022-12-19,Frank,Female,56
812,2025-08-24,Clothing,395.28,10051,No especificado,peter.kim4032@outlook.com,+1 (943) 520-2939,"8776 Lakeview Dr, Apt 4, Springfield, NY 38156",2023-07-11,Frank,Female,28
315,2025-02-20,Home & Kitchen,340.94,1009,Wendy Brown,No especificado,No especificado,"1128 Elm St, Fairview, NY 97621",2022-11-04,Frank,Male,58
529,2025-03-16,Toys,243.61,10891,Amber Reyes,amber.reyes0789@yahoo.com,No especificado,No especificado,2019-11-28,Hannah,Male,35
502,2025-08-04,Sports,117.74,10572,No especificado,logan.reed1011@hotmail.com,+1 (971) 925-6786,"4979 Elm St, Apt 39, Franklin, TX 82859",2019-05-16,Bob,Female,60
427,2025-01-04,Sports,358.04,1091, Ray Ramos ,ray.ramos7115@protonmail.com,+1 (415) 327-9900,"4716 Maple Dr, Springfield, IL 32097",2021-09-13,Frank,Female,37
908,2025-01-29,Home & Kitchen,81.46,1042,No especificado,edward.stewart6309@aol.com,+1 (704) 409-4748," 3053 Pine Ave, Georgetown, CA 99031 ",2022-07-14,Diana,Female,31
198,2025-08-06,No especificado,23.6,10821, Kyle Ortiz ,kyle.ortiz9455@yahoo.com,+1 (930) 331-1762,"9308 Maple Dr, Apt 78, Greenville, NY 79808",2019-08-25,Hannah,Female,27
486,2025-01-04,Electronics,59.09,10111,Ophelia Wright,ophelia.wright2641@outlook.com,+1 (728) 513-9799,"7160 Washington Blvd, Apt 23, Springfield, TX 57580",2021-09-10,Alice,Female,28
488,2025-07-24,Toys,392.68,10573, Grace Clark ,grace.clark5652@aol.com,+1 (262) 256-2106,"4076 Washington Blvd, Springfield, CA 99941",2019-01-28,George,Female,32
535,2025-01-25,Sports,113.44,10021, Liam White ,liam.white3375@aol.com,+1 (521) 720-1427,No especificado,2023-01-28,Bob,Male,33
69,2025-01-15,Toys,150.19,10602, Adrian Alvarez ,adrian.alvarez0001@hotmail.com,+1 (856) 525-6164," 6509 Elm St, Fairview, CA 38513 ",2020-08-31,Alice,Female,29
451,2025-06-02,Clothing,384.23,10751, Noah James ,noah.james3642@outlook.com,+1 (758) 226-1647,No especificado,2022-07-27,Alice,Female,23
948,2025-06-28,Home & Kitchen,429.88,10881,Daniel Carter,daniel.carter0801@yahoo.com,No especificado,No especificado,No especificado,Hannah,Female,42
878,2025-04-27,Sports,334.97,10001, Peter Carter ,peter.carter1254@yahoo.com,No especificado,"1571 Hillcrest Ave, Greenville, IL 90028",No especificado,George,Female,36
791,2025-08-11,Sports,8.88,10932,Henry Hughes,henry.hughes3384@protonmail.com,+1 (719) 302-7225," 839 Pine Ave, Apt 45, Clinton, FL 47878 ",2021-09-02,Hannah,Female,47
583,2025-01-23,Home & Kitchen,455.42,10641,John Reed,john.reed9655@protonmail.com,+1 (775) 923-4285,"1206 Cedar Ln, Centerville, FL 71310",2019-04-11,Hannah,Female,31
335,2025-03-27,Toys,234.02,10022, Tina Gomez ,tina.gomez9422@hotmail.com,+1 (237) 970-7058," 4823 Maple Dr, Georgetown, CA 77924 ",2022-02-09,George,Female,44
67,2025-08-06,Home & Kitchen,220.13,10783, Jasmine Campbell ,jasmine.campbell4618@mail.com,+1 (785) 436-3546,"5334 Lakeview Dr, Centerville, FL 44003",2021-11-09,Diana,Female,52
854,2025-03-27,Sports,438.56,10421,No especificado,No especificado,+1 (341) 910-9153,"8685 Washington Blvd, Centerville, TX 67782",No especificado,Carlos,Male,43
886,2025-02-15,Electronics,357.96,10243,No especificado,jacob.hernandez7262@mail.com,No especificado," 2863 Pine Ave, Greenville, IL 75925 ",2021-10-11,George,Female,47
180,2025-01-27,Sports,261.92,10031,Nina Morgan,nina.morgan7085@aol.com,+1 (442) 358-1706,"8009 Lakeview Dr, Madison, CA 82816",2021-05-08,Frank,Female,33
220,2025-03-18,Clothing,409.31,10102,Hank Allen,hank.allen7679@mail.com,+1 (438) 970-9296,"7221 Sunset Blvd, Centerville, TX 04408",2021-09-29,Hannah,Female,47
268,2025-03-06,Electronics,356.11,10861, Sara Edwards ,sara.edwards6267@outlook.com,+1 (942) 326-1048,No especificado,2023-10-18,Bob,Female,56
909,2025-08-19,Electronics,27.23,10962,Frank Edwards,frank.edwards6852@outlook.com,No especificado,"7070 Lakeview Dr, Arlington, NY 82510",2022-01-07,Bob,Female,26
875,2025-03-23,Sports,199.63,10862,John Myers,john.myers9458@hotmail.com,+1 (214) 311-6764," 7881 Main St, Franklin, IL 35688 ",2019-07-13,Bob,Male,49
78,2025-06-30,Toys,450.54,10471,Molly White,molly.white1206@aol.com,No especificado,"9439 Elm St, Georgetown, CA 68515",2021-02-07,Alice,Female,46
617,2025-08-09,Toys,480.51,10002, Ian Campbell ,ian.campbell6543@aol.com,+1 (239) 319-6405,"5581 Hillcrest Ave, Apt 96, Greenville, TX 56184",2019-08-17,Diana,Female,52
351,2025-02-03,Home & Kitchen,304.86,10511, Logan Williams ,logan.williams7256@yahoo.com,+1 (537) 853-8403,"6637 Sunset Blvd, Apt 45, Fairview, IL 95433",2020-05-06,Carlos,Male,46
514,2025-04-04,Electronics,469.46,10584,Alice Allen,alice.allen8303@hotmail.com,+1 (988) 599-5878," 2182 Cedar Ln, Greenville, TX 13335 ",2020-04-26,Hannah,Male,51
718,2025-01-12,Clothing,286.84,10784,Yvonne James,yvonne.james4974@yahoo.com,+1 (745) 393-2441,No especificado,No especificado,Elena,Female,42
352,2025-05-29,Clothing,40.11,1065,Ulysses Edwards,ulysses.edwards3554@hotmail.com,+1 (879) 430-9042,"6078 Maple Dr, Franklin, CA 36236",2023-05-10,Alice,Female,45
317,2025-09-08,Sports,257.66,1062,Ethan Ruiz,ethan.ruiz6117@aol.com,+1 (556) 466-3943,"6409 Pine Ave, Apt 96, Clinton, CA 58384",2022-12-13,George,Female,50
